Index,Time,watch_data_wheel[0],watch_data_wheel[1],watch_data_w_torque[0],watch_data_w_torque[1]
15807,15.868355,-0.0070666282435873,-0.0827983610117786,0.0070666282435873,0.0827983610117786
15808,15.869360,-0.0453964343931393,-0.1312040921383422,0.0453964343931393,0.1312040921383422
15809,15.870352,-0.0851505690318806,-0.1804631339963758,0.0851505690318806,0.1804631339963758
15810,15.871357,-0.1639840460402161,-0.1872937902292133,0.1639840460402161,0.1872937902292133
15811,15.872348,-0.248965583870785,-0.2067921257188177,0.248965583870785,0.2067921257188177
15812,15.873353,-0.2672563349582582,-0.1436514133228717,0.2672563349582582,0.1436514133228717
15813,15.874509,-0.1542363583872637,-0.0432305942083198,0.1542363583872637,0.0432305942083198
15814,15.875272,0.0204802133002214,0.1098186006336099,-0.0204802133002214,-0.1098186006336099
15815,15.876357,0.2236184357360797,0.2643678866453081,-0.2236184357360797,-0.2643678866453081
15816,15.877349,0.494057009043843,0.4507832693546832,-0.494057009043843,-0.4507832693546832
15817,15.878404,0.7374160520246031,0.6209881937928594,-0.7374160520246031,-0.6209881937928594
15818,15.879356,0.9320429311395864,0.7511838640393294,-0.9320429311395864,-0.7511838640393294
15819,15.880351,0.9763602863711478,0.8305370467461695,-0.9763602863711478,-0.8305370467461695
15820,15.881356,0.9236766409583462,0.84807694113981,-0.9236766409583462,-0.84807694113981
15821,15.882348,0.913755359066959,0.885769422666836,-0.913755359066959,-0.885769422666836
15822,15.883353,0.9764666377494182,0.9493520654870622,-0.9764666377494182,-0.9493520654870622
15823,15.884358,1.0425973780565995,1.0632319954545346,-1.0425973780565995,-1.0632319954545346
15824,15.885353,1.1101579336606695,1.1226192018478515,-1.1101579336606695,-1.1226192018478515
15825,15.886357,1.093571384661918,1.1546907393329872,-1.093571384661918,-1.1546907393329872
15826,15.887348,1.1256051627038645,1.1927966640182192,-1.1256051627038645,-1.1927966640182192
15827,15.888352,1.1807949874496095,1.2336356676932702,-1.1807949874496095,-1.2336356676932702
15828,15.889358,1.2198752475518184,1.2462771602274458,-1.2198752475518184,-1.2462771602274458
15829,15.890350,1.2635817830432259,1.2187600250565977,-1.2635817830432259,-1.2187600250565977
15830,15.891354,1.3088669917617632,1.1792919212971073,-1.3088669917617632,-1.1792919212971073
15831,15.892357,1.3971823006267436,1.2024998649131251,-1.3971823006267436,-1.2024998649131251
15832,15.893348,1.4683764337249932,1.2572435438101332,-1.4683764337249932,-1.2572435438101332
15833,15.894404,1.4161633379334815,1.2768021071581772,-1.4161633379334815,-1.2768021071581772
15834,15.895355,1.3340036190067192,1.2445649126984635,-1.3340036190067192,-1.2445649126984635
15835,15.896359,1.2486343573025094,1.2590225947025426,-1.2486343573025094,-1.2590225947025426
15836,15.897350,1.1636188471988904,1.165835001683381,-1.1636188471988904,-1.165835001683381
15837,15.898356,0.973736083900483,0.979867010146394,-0.973736083900483,-0.979867010146394
15838,15.899360,0.7660219753595865,0.7205638220536206,-0.7660219753595865,-0.7205638220536206
15839,15.900352,0.5735281963380712,0.510319672694629,-0.5735281963380712,-0.510319672694629
15840,15.901355,0.4358461813744679,0.3341661619222569,-0.4358461813744679,-0.3341661619222569
15841,15.902359,0.2515157286558897,0.1461841422491468,-0.2515157286558897,-0.1461841422491468
15842,15.903351,0.0375406039179812,-0.0593843004161505,-0.0375406039179812,0.0593843004161505
15843,15.904355,-0.1097775748469112,-0.2240714829612447,0.1097775748469112,0.2240714829612447
15844,15.905349,-0.142547292897798,-0.2893762214628086,0.142547292897798,0.2893762214628086
15845,15.906354,-0.1117788374896456,-0.2490515487050635,0.1117788374896456,0.2490515487050635
15846,15.907358,-0.0381521063544397,-0.1492377729695844,0.0381521063544397,0.1492377729695844
15847,15.908350,0.0264129997681963,-0.0715180546958509,-0.0264129997681963,0.0715180546958509
15848,15.909419,-0.0017530962984122,-0.0740445989997773,0.0017530962984122,0.0740445989997773
15849,15.910356,0.0280140296770365,-0.0302303276564115,-0.0280140296770365,0.0302303276564115
15850,15.911348,0.1009718955644127,0.0734950724467269,-0.1009718955644127,-0.0734950724467269
15851,15.912353,0.1581962542018494,0.1894517708405912,-0.1581962542018494,-0.1894517708405912
15852,15.913358,0.2209267107236128,0.3173215938442683,-0.2209267107236128,-0.3173215938442683
15853,15.914350,0.2877559886230141,0.4153269557838843,-0.2877559886230141,-0.4153269557838843
15854,15.915358,0.3217320653842734,0.5142783623478702,-0.3217320653842734,-0.5142783623478702
15855,15.916349,0.3579773801781978,0.5917791373275698,-0.3579773801781978,-0.5917791373275698
15856,15.917354,0.3858621291373141,0.6835362892612102,-0.3858621291373141,-0.6835362892612102
15857,15.918358,0.3932192761592256,0.7450883613550592,-0.3932192761592256,-0.7450883613550592
15858,15.919350,0.4503880168962692,0.7905135872082636,-0.4503880168962692,-0.7905135872082636
15859,15.920353,0.552845374436735,0.8728281834145524,-0.552845374436735,-0.8728281834145524
15860,15.921358,0.6853093447863334,0.9258756031165098,-0.6853093447863334,-0.9258756031165098
15861,15.922350,0.7749739589893283,0.9782780237597526,-0.7749739589893283,-0.9782780237597526
15862,15.923355,0.915999306969097,1.0469540194131863,-0.915999306969097,-1.0469540194131863
15863,15.924376,1.0075597812096372,1.1252194788202694,-1.0075597812096372,-1.1252194788202694
15864,15.925352,1.0305367543273731,1.1483672055472284,-1.0305367543273731,-1.1483672055472284
15865,15.926357,1.0635007968954473,1.2143140212153571,-1.0635007968954473,-1.2143140212153571
15866,15.927349,1.1508705090981961,1.3106394013230273,-1.1508705090981961,-1.3106394013230273
15867,15.928354,1.2250496773927002,1.4095896140600077,-1.2250496773927002,-1.4095896140600077
15868,15.929358,1.2045892123876238,1.434580560513131,-1.2045892123876238,-1.434580560513131
15869,15.930350,1.1382314025987514,1.3816192468880677,-1.1382314025987514,-1.3816192468880677
15870,15.931355,1.025689242992449,1.2259731412116101,-1.025689242992449,-1.2259731412116101
15871,15.932360,0.8971996458038833,1.0230787343657918,-0.8971996458038833,-1.0230787343657918
15872,15.933352,0.7828585647721928,0.8470128416863913,-0.7828585647721928,-0.8470128416863913
15873,15.934357,0.6789520982980625,0.7579591213746701,-0.6789520982980625,-0.7579591213746701
15874,15.935548,0.563827850628008,0.63074148915412,-0.563827850628008,-0.63074148915412
15875,15.936261,0.4598673484607061,0.4714073260033994,-0.4598673484607061,-0.4714073260033994
15876,15.937361,0.3439224378994193,0.2570500839865184,-0.3439224378994193,-0.2570500839865184
15877,15.938354,0.2682509939109218,0.115724081624947,-0.2682509939109218,-0.115724081624947
15878,15.939365,0.2503544068740471,0.0504355436988406,-0.2503544068740471,-0.0504355436988406
15879,15.940355,0.2404468603463236,-0.0147911726097538,-0.2404468603463236,0.0147911726097538
15880,15.941348,0.2015146972011487,-0.0968911628028522,-0.2015146972011487,0.0968911628028522
15881,15.942352,0.1621833034308148,-0.1173812932959966,-0.1621833034308148,0.1173812932959966
15882,15.943355,0.1129031814834232,-0.1132179970869793,-0.1129031814834232,0.1132179970869793
15883,15.944359,0.0058309518881533,-0.1439873496594793,-0.0058309518881533,0.1439873496594793
15884,15.945354,-0.0720704553167935,-0.1765249284367516,0.0720704553167935,0.1765249284367516
15885,15.946359,-0.1021346474777936,-0.1681169573531041,0.1021346474777936,0.1681169573531041
15886,15.947355,-0.0481026524606731,-0.1383152721152501,0.0481026524606731,0.1383152721152501
15887,15.948359,0.0772079621756662,-0.0351024371346345,-0.0772079621756662,0.0351024371346345
15888,15.949351,0.2311356199313072,0.0803417768251673,-0.2311356199313072,-0.0803417768251673
15889,15.950356,0.2787554314659232,0.1011952870505148,-0.2787554314659232,-0.1011952870505148
15890,15.951354,0.2884500185506396,0.1363809616136724,-0.2884500185506396,-0.1363809616136724
15891,15.952357,0.3389527989602929,0.2789742514760987,-0.3389527989602929,-0.2789742514760987
15892,15.953348,0.4301119918463621,0.4481045640198782,-0.4301119918463621,-0.4481045640198782
15893,15.954353,0.528513414610733,0.6122342198018241,-0.528513414610733,-0.6122342198018241
15894,15.955393,0.6232612222275747,0.7586546920649757,-0.6232612222275747,-0.7586546920649757
15895,15.956355,0.7431195144227742,0.9313343317315788,-0.7431195144227742,-0.9313343317315788
15896,15.957360,0.831570516831474,1.008922348914094,-0.831570516831474,-1.008922348914094
15897,15.958350,0.8657964016062784,1.0535885251865972,-0.8657964016062784,-1.0535885251865972
15898,15.959355,0.9031173869206684,1.0985780307041406,-0.9031173869206684,-1.0985780307041406
15899,15.960360,0.8911388413586668,1.1050678925648747,-0.8911388413586668,-1.1050678925648747
15900,15.961352,0.9857838019111692,1.1646112221380995,-0.9857838019111692,-1.1646112221380995
15901,15.962356,1.0542416863394614,1.212584751570448,-1.0542416863394614,-1.212584751570448
15902,15.963360,1.0826321813385497,1.2678124362487362,-1.0826321813385497,-1.2678124362487362
15903,15.964351,1.1304949070061498,1.2947446642018694,-1.1304949070061498,-1.2947446642018694
15904,15.965359,1.1110393349828324,1.2720195203581925,-1.1110393349828324,-1.2720195203581925
15905,15.966350,1.068013958377127,1.1949637051388177,-1.068013958377127,-1.1949637051388177
15906,15.967355,1.0110727708309148,1.1465698207131014,-1.0110727708309148,-1.1465698207131014
15907,15.968358,0.9947710292211312,1.1580090282038084,-0.9947710292211312,-1.1580090282038084
15908,15.969349,0.9757808252652908,1.1746826806482362,-0.9757808252652908,-1.1746826806482362
15909,15.970410,0.9184155729659256,1.1111340086288685,-0.9184155729659256,-1.1111340086288685
15910,15.971353,0.8220274467093385,0.9402058582749124,-0.8220274467093385,-0.9402058582749124
15911,15.972357,0.7535403096314087,0.8088137743092947,-0.7535403096314087,-0.8088137743092947
15912,15.973349,0.667185649889207,0.7064032076096564,-0.667185649889207,-0.7064032076096564
15913,15.974353,0.5735310079269507,0.6123645214316112,-0.5735310079269507,-0.6123645214316112
15914,15.975361,0.4485036515311123,0.502043779207528,-0.4485036515311123,-0.502043779207528
15915,15.976352,0.3122918805032232,0.390238036135849,-0.3122918805032232,-0.390238036135849
15916,15.977357,0.2396656294563673,0.3446553240223061,-0.2396656294563673,-0.3446553240223061
15917,15.978348,0.2445040214032479,0.3182100567424822,-0.2445040214032479,-0.3182100567424822
15918,15.979353,0.2705307580893778,0.2879577501560821,-0.2705307580893778,-0.2879577501560821
15919,15.980357,0.2941831917498765,0.2719250854012008,-0.2941831917498765,-0.2719250854012008
15920,15.981349,0.256470157326431,0.2504629032905378,-0.256470157326431,-0.2504629032905378
15921,15.982352,0.2196131858718871,0.2766110264760618,-0.2196131858718871,-0.2766110264760618
15922,15.983357,0.2981908715582611,0.407014570220664,-0.2981908715582611,-0.407014570220664
15923,15.984348,0.404621689139118,0.594832288827868,-0.404621689139118,-0.594832288827868
15924,15.985470,0.4494291587780055,0.6915773898872674,-0.4494291587780055,-0.6915773898872674
15925,15.986350,0.4990452595070736,0.7146047241992615,-0.4990452595070736,-0.7146047241992615
15926,15.987353,0.550255993296097,0.7080209248367962,-0.550255993296097,-0.7080209248367962
15927,15.988358,0.5777587317522948,0.654728778170212,-0.5777587317522948,-0.654728778170212
15928,15.989350,0.6222372155967675,0.636746290846089,-0.6222372155967675,-0.636746290846089
15929,15.990371,0.6924271622503186,0.6615612893874124,-0.6924271622503186,-0.6615612893874124
15930,15.991359,0.7702970755542274,0.7430478680695847,-0.7702970755542274,-0.7430478680695847
15931,15.992350,0.8361804216722504,0.883815763062926,-0.8361804216722504,-0.883815763062926
15932,15.993356,0.865144776127524,0.9449362950652324,-0.865144776127524,-0.9449362950652324
15933,15.994361,0.826618864834967,0.9266664618697782,-0.826618864834967,-0.9266664618697782
15934,15.995356,0.8270394726693016,0.9449746079869414,-0.8270394726693016,-0.9449746079869414
15935,15.996347,0.8695932326985932,0.9796410226868448,-0.8695932326985932,-0.9796410226868448
15936,15.997352,0.890006782099923,0.9590903249612522,-0.890006782099923,-0.9590903249612522
15937,15.998358,0.887942251890053,0.896362418963447,-0.887942251890053,-0.896362418963447
15938,15.999350,0.854800879423088,0.8100436976216188,-0.854800879423088,-0.8100436976216188
15939,16.000355,0.8392168297483132,0.7122150413778605,-0.8392168297483132,-0.7122150413778605
15940,16.001359,0.762872809899933,0.6333830032865583,-0.762872809899933,-0.6333830032865583
15941,16.002421,0.677696543653417,0.5692533899541941,-0.677696543653417,-0.5692533899541941
15942,16.003359,0.5911919967744486,0.53215427276112,-0.5911919967744486,-0.53215427276112
15943,16.004352,0.5517243124440623,0.4957261187297762,-0.5517243124440623,-0.4957261187297762
15944,16.005359,0.5361368479558176,0.5006138895770336,-0.5361368479558176,-0.5006138895770336
15945,16.006350,0.5531764580485972,0.5153464600686064,-0.5531764580485972,-0.5153464600686064
15946,16.007355,0.5674468684594733,0.5124231884894113,-0.5674468684594733,-0.5124231884894113
15947,16.008360,0.5205193444965852,0.465379098954297,-0.5205193444965852,-0.465379098954297
15948,16.009352,0.3931229557780218,0.3555753452876367,-0.3931229557780218,-0.3555753452876367
15949,16.010357,0.2957457445545782,0.2369498774068095,-0.2957457445545782,-0.2369498774068095
15950,16.011348,0.324344798111907,0.2173316172499574,-0.324344798111907,-0.2173316172499574
15951,16.012353,0.3986759843802552,0.2788404716599895,-0.3986759843802552,-0.2788404716599895
15952,16.013358,0.4641321598460325,0.3811738980372517,-0.4641321598460325,-0.3811738980372517
15953,16.014351,0.5232108040609584,0.4940859390437847,-0.5232108040609584,-0.4940859390437847
15954,16.015359,0.604065966742954,0.5963748630694878,-0.604065966742954,-0.5963748630694878
15955,16.016350,0.6181949495723366,0.6495020088850147,-0.6181949495723366,-0.6495020088850147
15956,16.017416,0.571917227451018,0.6007220496745238,-0.571917227451018,-0.6007220496745238
15957,16.018353,0.5296473244829623,0.580898472677911,-0.5296473244829623,-0.580898472677911
15958,16.019358,0.524034647464571,0.6235553906093793,-0.524034647464571,-0.6235553906093793
15959,16.020349,0.5943438975236275,0.621828795990754,-0.5943438975236275,-0.621828795990754
15960,16.021353,0.6469791927164977,0.6772513736770925,-0.6469791927164977,-0.6772513736770925
15961,16.022358,0.718616170171082,0.7281315707565408,-0.718616170171082,-0.7281315707565408
15962,16.023350,0.7170721146473451,0.7943501510946815,-0.7170721146473451,-0.7943501510946815
15963,16.024353,0.715099617429178,0.7967687161288608,-0.715099617429178,-0.7967687161288608
15964,16.025348,0.6743156106499227,0.7783855348773658,-0.6743156106499227,-0.7783855348773658
15965,16.026353,0.6519287899164075,0.6931971902511155,-0.6519287899164075,-0.6931971902511155
15966,16.027357,0.675862336563829,0.7026023927128576,-0.675862336563829,-0.7026023927128576
15967,16.028349,0.659378606468665,0.7038172012698811,-0.659378606468665,-0.7038172012698811
15968,16.029354,0.5844238102886038,0.6572946794347568,-0.5844238102886038,-0.6572946794347568
15969,16.030357,0.5511813453797541,0.6130824091101303,-0.5511813453797541,-0.6130824091101303
15970,16.031405,0.6173635410937093,0.643403433425733,-0.6173635410937093,-0.643403433425733
15971,16.032354,0.6655926105372911,0.6822962612287071,-0.6655926105372911,-0.6822962612287071
15972,16.033349,0.6065976919515801,0.6472148043438954,-0.6065976919515801,-0.6472148043438954
15973,16.034354,0.5264966465928371,0.5729521639647641,-0.5264966465928371,-0.5729521639647641
15974,16.035348,0.469033693164926,0.4513369263024022,-0.469033693164926,-0.4513369263024022
15975,16.036353,0.4727240619888487,0.3848475611829959,-0.4727240619888487,-0.3848475611829959
15976,16.037358,0.4591855845304907,0.3118098020344132,-0.4591855845304907,-0.3118098020344132
15977,16.038350,0.4353564486484836,0.272125460939034,-0.4353564486484836,-0.272125460939034
15978,16.039354,0.4822436469904757,0.3325699821170598,-0.4822436469904757,-0.3325699821170598
15979,16.040356,0.574077619856778,0.5042867582476551,-0.574077619856778,-0.5042867582476551
15980,16.041348,0.6988967797090906,0.584594346975822,-0.6988967797090906,-0.584594346975822
15981,16.042372,0.7595047771914858,0.6311523634445475,-0.7595047771914858,-0.6311523634445475
15982,16.043349,0.7332516670424797,0.5417119233031568,-0.7332516670424797,-0.5417119233031568
15983,16.044352,0.623996444692688,0.5067609353431533,-0.623996444692688,-0.5067609353431533
15984,16.045348,0.5653105033102127,0.5246438014523855,-0.5653105033102127,-0.5246438014523855
15985,16.046374,0.5955449135352241,0.5555722788591725,-0.5955449135352241,-0.5555722788591725
15986,16.047349,0.6133805299910553,0.5527175209377267,-0.6133805299910553,-0.5527175209377267
15987,16.048354,0.6302808906081128,0.5666565933765632,-0.6302808906081128,-0.5666565933765632
15988,16.049358,0.638151322060316,0.6273482490057273,-0.638151322060316,-0.6273482490057273
15989,16.050349,0.653179206873887,0.6790532019298898,-0.653179206873887,-0.6790532019298898
15990,16.051354,0.7009538672530593,0.8001392893432158,-0.7009538672530593,-0.8001392893432158
15991,16.052359,0.745948631971394,0.8162971628584554,-0.745948631971394,-0.8162971628584554
15992,16.053351,0.712865781248993,0.7518394070983867,-0.712865781248993,-0.7518394070983867
15993,16.054354,0.6860226338667545,0.7158525608735242,-0.6860226338667545,-0.7158525608735242
15994,16.055350,0.6460923420039794,0.7070879814318517,-0.6460923420039794,-0.7070879814318517
15995,16.056356,0.6244595742044095,0.6639368162444046,-0.6244595742044095,-0.6639368162444046
15996,16.057349,0.6842536602726745,0.6908195929442962,-0.6842536602726745,-0.6908195929442962
15997,16.058354,0.7376495164104933,0.7584671940314872,-0.7376495164104933,-0.7584671940314872
15998,16.059359,0.6988621493367901,0.7485219115234983,-0.6988621493367901,-0.7485219115234983
15999,16.060350,0.630777636065828,0.7377208641406402,-0.630777636065828,-0.7377208641406402
16000,16.061377,0.6242995970507758,0.7034709766387985,-0.6242995970507758,-0.7034709766387985
16001,16.062352,0.632582062249978,0.6776717501178636,-0.632582062249978,-0.6776717501178636
16002,16.063357,0.6085680919213294,0.6739600222648044,-0.6085680919213294,-0.6739600222648044
16003,16.064348,0.6309519483671862,0.6688330267436525,-0.6309519483671862,-0.6688330267436525
16004,16.065357,0.648767546539453,0.6728023425335957,-0.648767546539453,-0.6728023425335957
16005,16.066349,0.6608142052089171,0.661533915166329,-0.6608142052089171,-0.661533915166329
16006,16.067354,0.6913279725020072,0.6431849573715237,-0.6913279725020072,-0.6431849573715237
16007,16.068358,0.658079902985888,0.6374736564638355,-0.658079902985888,-0.6374736564638355
16008,16.069350,0.5712371081630454,0.5815342385013916,-0.5712371081630454,-0.5815342385013916
16009,16.070355,0.529042209782468,0.5699690822009518,-0.529042209782468,-0.5699690822009518
16010,16.071360,0.5237872375769556,0.5764463566734781,-0.5237872375769556,-0.5764463566734781
16011,16.072352,0.5440373447004421,0.543314650860967,-0.5440373447004421,-0.543314650860967
16012,16.073357,0.4665058922159173,0.448087598234836,-0.4665058922159173,-0.448087598234836
16013,16.074349,0.4315525945484638,0.4429854669209431,-0.4315525945484638,-0.4429854669209431
16014,16.075357,0.3925766341836947,0.434691043181747,-0.3925766341836947,-0.434691043181747
16015,16.076375,0.4615169476313024,0.490297525385024,-0.4615169476313024,-0.490297525385024
16016,16.077352,0.566300774491112,0.5507039618397525,-0.566300774491112,-0.5507039618397525
16017,16.078356,0.620417523796931,0.564197487495799,-0.620417523796931,-0.564197487495799
16018,16.079361,0.6209416770258375,0.6319546893234863,-0.6209416770258375,-0.6319546893234863
16019,16.080353,0.6585563375991788,0.7007574316007517,-0.6585563375991788,-0.7007574316007517
16020,16.081357,0.716604753901004,0.7391953143353225,-0.716604753901004,-0.7391953143353225
16021,16.082348,0.6911307267084486,0.6940867457441721,-0.6911307267084486,-0.6940867457441721
16022,16.083352,0.65932620241398,0.6600650839915908,-0.65932620241398,-0.6600650839915908
16023,16.084356,0.6519339586811954,0.7205909731883778,-0.6519339586811954,-0.7205909731883778
16024,16.085352,0.661721378493468,0.7186563830378067,-0.661721378493468,-0.7186563830378067
16025,16.086356,0.6291074075527662,0.7040884360406585,-0.6291074075527662,-0.7040884360406585
16026,16.087360,-0.2352872292554283,-0.2298168572696992,0.2352872292554283,0.2298168572696992
16027,16.088351,-0.3201750787168414,-0.2764726288055902,0.3201750787168414,0.2764726288055902
16028,16.089355,-0.3751255181620574,-0.331912527855361,0.3751255181620574,0.331912527855361
16029,16.090348,-0.3002946634926006,-0.2935475399352158,0.3002946634926006,0.2935475399352158
16030,16.091430,-0.2927940305686693,-0.2920549170594664,0.2927940305686693,0.2920549170594664
16031,16.092354,-0.3098818205937754,-0.3073549657683653,0.3098818205937754,0.3073549657683653
16032,16.093359,-0.307171857893105,-0.274651066446033,0.307171857893105,0.274651066446033
16033,16.094350,-0.2715735923872114,-0.2392285731937294,0.2715735923872114,0.2392285731937294
16034,16.095490,-0.2590948763568813,-0.2331112775224648,0.2590948763568813,0.2331112775224648
16035,16.096264,-0.1591089308535549,-0.1026811270590538,0.1591089308535549,0.1026811270590538
16036,16.097350,-0.0024820368737599,0.0599512514637327,0.0024820368737599,-0.0599512514637327
16037,16.098355,0.0639325176849192,0.1565138234497083,-0.0639325176849192,-0.1565138234497083
16038,16.099360,0.0591062498696854,0.0896451851411396,-0.0591062498696854,-0.0896451851411396
16039,16.100352,-0.0019581351958498,0.0525179910991654,0.0019581351958498,-0.0525179910991654
16040,16.101356,-1.3440804608433667,-1.3199883397552154,1.3440804608433667,1.3199883397552154
16041,16.102360,-1.2421001896369656,-1.192905165838876,1.2421001896369656,1.192905165838876
16042,16.103351,-1.1168680146711522,-1.1109415708163075,1.1168680146711522,1.1109415708163075
16043,16.104357,-1.0158652020884835,-0.9960541468325586,1.0158652020884835,0.9960541468325586
16044,16.105381,-0.8998815412884,-0.8519477266923325,0.8998815412884,0.8519477266923325
16045,16.106378,-0.804445691493583,-0.7044841635053727,0.804445691493583,0.7044841635053727
16046,16.107353,-0.7086236458660373,-0.6121438581230231,0.7086236458660373,0.6121438581230231
16047,16.108358,-0.6169835050792714,-0.5177211531361737,0.6169835050792714,0.5177211531361737
16048,16.109350,-0.479958912424822,-0.3650101371546148,0.479958912424822,0.3650101371546148
16049,16.110355,-0.3875983607382164,-0.2540910835936719,0.3875983607382164,0.2540910835936719
16050,16.111358,-0.3506197411017971,-0.2446376500828203,0.3506197411017971,0.2446376500828203
16051,16.112349,-0.3290177770119912,-0.2491404517084437,0.3290177770119912,0.2491404517084437
16052,16.113354,-0.2606933056152325,-0.221800908471461,0.2606933056152325,0.221800908471461
16053,16.114359,-0.229952257338969,-0.1460484205355517,0.229952257338969,0.1460484205355517
16054,16.115353,-1.8246253318556112,-1.860043190474224,1.8246253318556112,1.860043190474224
16055,16.116358,-1.6323821553634665,-1.748326435090135,1.6323821553634665,1.748326435090135
16056,16.117349,-1.4514058537427683,-1.6761891920214667,1.4514058537427683,1.6761891920214667
16057,16.118355,-1.349852441766021,-1.5652085948960397,1.349852441766021,1.5652085948960397
16058,16.119358,-1.2496359139586932,-1.4194456303273464,1.2496359139586932,1.4194456303273464
16059,16.120378,-1.1419040536071167,-1.241244642974024,1.1419040536071167,1.241244642974024
16060,16.121353,-1.020313413526809,-1.0433693272999438,1.020313413526809,1.0433693272999438
16061,16.122359,-0.8900430343649566,-0.8521450742841874,0.8900430343649566,0.8521450742841874
16062,16.123351,-0.7398279436952753,-0.673287623583346,0.7398279436952753,0.673287623583346
16063,16.124356,-0.6312390881084458,-0.5379318584104413,0.6312390881084458,0.5379318584104413
16064,16.125350,-0.4568911706566512,-0.4095277455663116,0.4568911706566512,0.4095277455663116
16065,16.126355,-0.2779887275877906,-0.2729372998334734,0.2779887275877906,0.2729372998334734
16066,16.127360,-0.1244785869691647,-0.1545009538518478,0.1244785869691647,0.1545009538518478
16067,16.128352,-0.0393332905340031,-0.0372659869901,0.0393332905340031,0.0372659869901
16068,16.129356,-1.6768247568561154,-1.7290007819144364,1.6768247568561154,1.7290007819144364
16069,16.130347,-1.5719569140063285,-1.5628479340720958,1.5719569140063285,1.5628479340720958
16070,16.131352,-1.4982900431910164,-1.4363191051205701,1.4982900431910164,1.4363191051205701
16071,16.132358,-1.4254492796937121,-1.3316288407279688,1.4254492796937121,1.3316288407279688
16072,16.133350,-1.3150112001670653,-1.2470471635010955,1.3150112001670653,1.2470471635010955
16073,16.134410,-1.1886289070141424,-1.1498801949499677,1.1886289070141424,1.1498801949499677
16074,16.135352,-1.0017554116858651,-0.963819962351904,1.0017554116858651,0.963819962351904
16075,16.136357,-0.7377761460733376,-0.7365435924573216,0.7377761460733376,0.7365435924573216
16076,16.137350,-0.5702217720724647,-0.5388471640727621,0.5702217720724647,0.5388471640727621
16077,16.138354,-0.5125115812151737,-0.4535095912778627,0.5125115812151737,0.4535095912778627
16078,16.139359,-0.460548038529482,-0.4204444185314822,0.460548038529482,0.4204444185314822
16079,16.140350,-0.3159916719255067,-0.3131900358484545,0.3159916719255067,0.3131900358484545
16080,16.141355,-0.1787809176978428,-0.1484922195437921,0.1787809176978428,0.1484922195437921
16081,16.142360,-0.0735269856458603,-0.0364224446948569,0.0735269856458603,0.0364224446948569
16082,16.143353,-1.6123561918598535,-1.6567567621372348,1.6123561918598535,1.6567567621372348
16083,16.144357,-1.4644804118449795,-1.5319926527348544,1.4644804118449795,1.5319926527348544
16084,16.145352,-1.3084770359483695,-1.3777082385121009,1.3084770359483695,1.3777082385121009
16085,16.146357,-1.1610016515498111,-1.184639370556667,1.1610016515498111,1.184639370556667
16086,16.147349,-1.029117315302635,-1.015672405416435,1.029117315302635,1.015672405416435
16087,16.148352,-0.8852617072200388,-0.847778063794717,0.8852617072200388,0.847778063794717
16088,16.149356,-0.66284868996582,-0.6162126286958038,0.66284868996582,0.6162126286958038
16089,16.150359,-0.3870025500111867,-0.3454514959181623,0.3870025500111867,0.3454514959181623
16090,16.151394,-0.1196422321739252,-0.0805605341600959,0.1196422321739252,0.0805605341600959
16091,16.152349,0.0968263619699394,0.1039908763947715,-0.0968263619699394,-0.1039908763947715
16092,16.153356,0.235890355409655,0.2508023479516597,-0.235890355409655,-0.2508023479516597
16093,16.154360,0.3402002249438932,0.3313361285724339,-0.3402002249438932,-0.3313361285724339
16094,16.155353,0.4280734716203929,0.3783257843125459,-0.4280734716203929,-0.3783257843125459
16095,16.156378,0.540806933830731,0.458512421725569,-0.540806933830731,-0.458512421725569
16096,16.157352,-0.876959647542595,-0.988353254297003,0.876959647542595,0.988353254297003
16097,16.158357,-0.8677838241048272,-0.8989597322073006,0.8677838241048272,0.8989597322073006
16098,16.159348,-0.8310989541331963,-0.7838118693296696,0.8310989541331963,0.7838118693296696
16099,16.160353,-0.6992670421375164,-0.6293512291069403,0.6992670421375164,0.6293512291069403
16100,16.161358,-0.472920258233546,-0.4374175692458638,0.472920258233546,0.4374175692458638
16101,16.162350,-0.2334837643685557,-0.2170391417356079,0.2334837643685557,0.2170391417356079
16102,16.163354,-0.0024759338781521,-0.0187145568268559,0.0024759338781521,0.0187145568268559
16103,16.164358,0.2252589239493963,0.1942250053081036,-0.2252589239493963,-0.1942250053081036
16104,16.165352,0.37603335051472,0.3941509083526605,-0.37603335051472,-0.3941509083526605
16105,16.166387,0.4802390719098054,0.528878653772078,-0.4802390719098054,-0.528878653772078
16106,16.167443,0.5523315526546266,0.6558568811184227,-0.5523315526546266,-0.6558568811184227
16107,16.168357,0.6456622827487708,0.7775398596173577,-0.6456622827487708,-0.7775398596173577
16108,16.169349,0.747809945861527,0.9376418564388178,-0.747809945861527,-0.9376418564388178
16109,16.170353,0.8040648804640158,1.0244822287157591,-0.8040648804640158,-1.0244822287157591
16110,16.171359,-0.4189734478999619,-0.2149541857283808,0.4189734478999619,0.2149541857283808
16111,16.172351,-0.4176810626973087,-0.1728869932974284,0.4176810626973087,0.1728869932974284
16112,16.173355,-0.4376823425439636,-0.1802162298465255,0.4376823425439636,0.1802162298465255
16113,16.174357,-0.4150127253932645,-0.2596106407645831,0.4150127253932645,0.2596106407645831
16114,16.175353,-0.3535495462095133,-0.4010428344791528,0.3535495462095133,0.4010428344791528
